pt-br,en
"Você se sente sozinho, não é mesmo?","You feel lonesome, don't you?"
Não seja criança.,Don't be a baby.
Não seja louco!,Don't be crazy!
A verdade machuca.,The truth hurts.
Ele se defendeu com unhas e dentes.,He defended himself tooth and nail.
Não estou dizendo nada.,I'm saying nothing.
Não estou falando nada.,I'm saying nothing.
Ela é uma grande provocação.,She's a big teaser.
Não desarrume as coisas.,Don't mess things up.
Ele está ficando cego.,He's going blind.
O Tom não queria uma câmera custosa.,Tom didn't want an expensive camera.
Você não é o único que está ocupado.,You're not the only one who's busy.
Nós estaremos lá o mais rápido possível.,We'll be there as soon as possible.
A praia estava lotada.,The beach was crowded.
Vocês querem jogar?,Do you wanna play?
O Tom não precisa saber disso.,Tom doesn't need to know that.
O que mais o Tom pegou?,What else did Tom get?
Para quem o Tom está olhando?,Who's Tom looking at?
Eu não posso dizer isso a Tom.,I can't tell Tom that.
Eles são da Islândia.,They're from Iceland.
Tom me seguiu até aqui.,Tom followed me here.
Tom me seguiu até em casa.,Tom followed me home.
Sei que o Tom sente saudades de você.,I know Tom misses you.
"Ei, o que está acontecendo?","Hey, what's going on?"
Isso é tudo o que eu posso fazer.,That's all I can do.
Você não pode faltar ao compromisso.,You can't break the appointment.
Você não pode faltar ao encontro marcado.,You can't break the appointment.
Tom foi para a cadeia.,Tom went to jail.
Tom sorriu novamente.,Tom smiled again.
Eles estavam chorando.,They were crying.
Eles não falaram.,They didn't talk.
Eu estou tomando notas.,I'm taking notes.
Eu estou orgulhoso de Tom.,I'm proud of Tom.
Eu não sou como Tom.,I'm not like Tom.
Eu não sou o tipo dela.,I'm not her type.
Eu estou no meu escritório.,I'm in my office.
Eu estou aqui para ficar.,I'm here to stay.
Eu estou aqui por Tom.,I'm here for Tom.
Eu sou bom nisso.,I'm good at that.
Estou fazendo o meu trabalho.,I'm doing my job.
Eu sou um adulto agora.,I'm an adult now.
Continue cavando.,Continue digging.
Não gosto de beisebol nem um pouco.,I don't like baseball at all.
Não deixe que eles saibam de onde você é.,Don't let them know where you're from.
"Isso é tudo, obrigado.","That's all, thanks."
Eu estou dizendo a verdade.,I'm telling the truth.
Acho que vou ficar.,I think I'll stay.
O batalhão rendeu-se ao inimigo.,The battalion surrendered to the enemy.
"Ela perdeu o dinheiro, a família e os amigos.","She lost her money, her family and her friends."
Esse plano está fadado ao fracasso.,That plan's bound to fail.
Esse projeto está fadado ao fracasso.,That plan's bound to fail.
Não estou com medo.,I'm not afraid.
Tom quase foi morto.,Tom nearly got killed.
Tom não gosta de crianças.,Tom doesn't like kids.
O Tom tem três filhos.,Tom has three kids.
Não vou para casa.,I'm not going home.
Eu não vou para casa.,I'm not going home.
Tom parecia confuso.,Tom looked confused.
O Tom chegou 30 minutos atrasado.,Tom came 30 minutes late.
Ela cobria firme as orelhas com as mãos.,She held her hands tightly over her ears.
Eles abandonaram os seus filhos na floresta.,They abandoned their children in the forest.
Nós todos saímos.,We all quit.
Nós já comemos.,We already ate.
Tom libertou o pássaro.,Tom freed the bird.
Isso é um problema.,That's a problem.
O que acontecerá ao Tom?,What'll happen to Tom?
O que acontecerá com o Tom?,What'll happen to Tom?
Tom foi para casa de ônibus.,Tom came home by bus.
Eu não quero falar com o Tom.,I don't want to talk to Tom.
Eu não falei com Tom.,I didn't speak with Tom.
Eu não disse nada a Tom.,I didn't tell Tom anything.
Eu não votei em Tom.,I didn't vote for Tom.
Eu não quis o dinheiro.,I didn't want the money.
Eu não acredito em extraterrestres.,I don't believe in aliens.
Eu não mereço viver.,I don't deserve to live.
Eu não faço nada agora.,I don't do anything now.
Ela não está grávida.,She's not pregnant.
Acabei de descobrir que Tom está morto.,I just found out Tom is dead.
Eu vou buscá-lo.,I'll get it back.
Eu vou buscá-lo.,I'll get him back.
Isso é dificil de acreditar.,It's hard to believe you.
Estamos falando inglês aqui.,We're speaking English here.
Eu vou trazê-lo de volta.,I'll get him back.
Eu trarei isto de volta.,I'll get it back.
Estamos falando inglês.,We're speaking English.
O que é demais é sobra.,Too much is too much!
Eles estão fazendo isso agora.,They're doing it now.
"Isso é seu, Tom?","Is this yours, Tom?"
"Vou repetir, para que ambos fiquemos sem a mínima dúvida sobre isso.",I'll say that again so we're both absolutely clear about it.
Quem é o baixinho?,Who's the little guy?
Você não acha que Tom pode estar ocupado?,Don't you think Tom might be busy?
Tom era bastante jovem naquele tempo.,Tom was pretty young at the time.
Não sei como você consegue aturar esse cara.,I don't know how can you stand that guy.
"Obviamente, você não mora aqui.",You obviously don't live here.
Elas são polonesas.,They're Polish.
A família dela a protegia.,Her family protected her.
"No frio e na escuridão, uma pobre menina, com a cabeça descoberta e os pés descalços, vagava pelas ruas.","In the cold and the darkness, a poor little girl, with bare head and naked feet, roamed through the streets."
Eu não preciso de um carro.,I don't need a car.
Nunca vou te decepcionar.,I'll never let you down.
Ela disse que vai deixar o cabelo crescer.,She said she'll let her hair grow long.
"Sejamos realistas, ele não vai voltar atrás.","Let's face it, he's not going to change his mind."
Estou ficando melhor.,I'm getting better.
Por essa eu não esperava!,I didn't see that one coming!
O que eu poderia dizer?,What could I say?
Você não sabe?,Don't you know?
Você não conhece?,Don't you know?
Eu não te avisei?,Didn't I warn you?
Tom sabia disso?,Did Tom know that?
Quem disse isso ao Tom?,Who told Tom that?
Você não pode nos ajudar?,Can't you help us?
Quem é o perdedor?,Who's the loser?
Quem é o gerente?,Who's the manager?
"Tom está indo, também?","Is Tom going, too?"
Porque eles foram?,Why didn't they go?
Porque o Tom deveria ir?,Why should Tom go?
Porque eu não posso ir?,Why can't I go?
Não foi horrível?,Wasn't it awful?
Você não vê o Tom?,Don't you see Tom?
Aquele era Tom?,Was he Tom?
O Tom foi?,Has Tom gone?
Você não me conhece?,Don't you know me?
Porque eu não fui perguntado?,Why wasn't I asked?
A caixa estava vazia.,The box was empty.
O celeiro estava vazio.,The barn was empty.
Por que não me foi perguntado?,Why wasn't I asked?
Por que não me perguntaram?,Why wasn't I asked?
Nós estamos felizes por você estar vindo.,We're glad you're coming.
"Eu te amo, Senhor!","I love you, Lord!"
"Eu vos amo, Senhor!","I love you, Lord!"
Eu nunca deveria ter comprado isso.,I never should've bought that.
Você deveria ter chamado a polícia.,You should've called the cops.
"Nós deveríamos ter-te escutado, Tom.","We should've listened to you, Tom."
"Nós deveríamos tê-lo escutado, Tom.","We should've listened to you, Tom."
A mamãe chorou.,Mummy cried.
Vamos descobrir para onde o Tom foi.,Let's find out where Tom went.
Você não está ouvindo?,Don't you hear it?
Você não está sentindo?,Don't you feel it?
Quem trouxe isso?,Who brought this?
O que você poderia fazer?,What could you do?
Quando Tom chega?,When's Tom coming?
Quando Tom vem?,When's Tom coming?
Quem escreveu esses?,Who wrote these?
Vamos deixar Tom tentar.,We'll let Tom try.
Não havia pressa.,There was no hurry.
Tom conhecia Mary.,Tom knew Mary.
Estou sempre pronto.,I'm always ready.
Estamos todas prontas.,We're all ready.
Tom não vai escapar.,Tom won't go away.
Estou indo amanhã.,I'm going tomorrow.
Eles não sabiam.,They didn't know.
"Encerrei, por hora.",I'm done for now.
"Parei, por enquanto.",I'm done for now.
Tom vai descobrir.,Tom'll find out.
Tom estava descalço.,Tom was barefoot.
Tom não caçava.,Tom didn't hunt.
Eu entendo seu posicionamento.,I get your point.
Tom não sabe pintar.,Tom can't paint.
O que é tudo isso?,What's all that?
Estou entendendo o que você quer dizer.,I get your point.
Tom já deveria ter voltado.,Tom should've arrived by now.
Quem pode escolher?,Who can choose?
"Pelo amor de Deus, pare com isso!","For Christ's sake, stop it!"
"Pelo amor de Deus, parem com isso!","For Christ's sake, stop it!"
Não consigo acreditar que ele se foi.,I can't believe that he's gone.
Não pensei que você se interessaria.,I didn't think you'd be interested.
"Eu o conheço, mas você não.","I know him, but you don't."
Mary não é a primeira mulher a se apaixonar por um homem casado e não será a última.,"Mary's not the first woman to fall in love with a married man, and she won't be the last."
Brincadeira!,Just kidding!
Eu não pensei que você estivesse interessado.,I didn't think you'd be interested.
Eu sabia quem ele era.,I knew who he was.
"Um dia, num amplo campo florido, ele encontrou um urso, um grande urso russo.","One day in a wide, flowery field he met a bear, a big Russian bear."
"Para a próxima aula, quero que vocês transcrevam uma letra de música de qualquer cantor desde que essa esteja em inglês.","For next class, I want you guys to transcribe the lyrics from any singer as long as it's in English."
Eu não quero ir fazer as compras sozinha.,I don't want to go shopping alone.
"O poeta estava sentado sozinho em seu pequeno quarto, numa noite muito tempestuosa; o vento rugia lá fora e caía uma chuva torrencial.","The poet was sitting alone in his own little room on a very stormy evening; the wind was roaring outside, and the rain poured down in torrents."
Olhe o que eu trouxe para você.,Look what I got for you.
Que cachorro enorme!,What a big dog!
É por conta da casa.,It's on the house.
Ele viajou a Europa toda.,He traveled all over Europe.
Ei! Isso é meu!,"Hey, that's mine."
O Tom não odeia a Mary.,Tom doesn't hate Mary.
Tom trabalhou o dia inteiro.,Tom worked all day long.
Tom trabalhou o dia todo.,Tom worked all day long.
Tom não esperou.,Tom didn't wait.
Tom teve de esperar.,Tom had to wait.
Isso faz parte do trabalho.,That's part of our job.
Eu sabia que você acharia o Tom.,I knew you'd find Tom.
Estou animado com a mudança.,I'm excited about the move.
Vamos tentar!,Let's give it a try.
Eu dei um grande abraço em Tom.,I gave Tom a huge hug.
Ele é prisioneiro de guerra.,He's a prisoner of war.
Estou na cozinha.,I'm in the kitchen.
Não há espumas de sabão.,There's no suds.
Eu não vejo espuma de sabão.,I don't see suds.
Os canadenses não são estadunidenses.,Canadians are not Americans.
Acredito que ele é feliz.,I think he's happy.
Creio que ele é feliz.,I think he's happy.
Quem deixou ela entrar?,Who allowed her in?
Ela acordou.,She woke up.
Nós não encontramos nenhuma arma.,We didn't find a weapon.
Não encontramos arma nenhuma.,We didn't find a weapon.
Continue!,Keep it up!
Isso é o que Tom tinha em mente.,That's what Tom had in mind.
Oi.,Hi.
Eu sei o que disse.,I know what I said.
Eu sei o que Tom quer.,I know what Tom wants.
Eu sei o que você está fazendo.,I know what you're doing.
Eu sei o que você está pensando.,I know what you're thinking.
Eu sei o que é certo.,I know what's right.
Eu sei o que é errado.,I know what's wrong.
Eu sei que você não quer falar comigo.,I know you don't want to talk to me.
Tom retirou-se lentamente.,Tom slowly drew back.
A gente se vê.,See you.
O Tom não vai querer isso.,Tom won't want it.
Ele finalmente chegou!,He finally arrived!
Como posso parar o Tom?,How can I stop Tom?
Não vou negar isso.,I won't deny that.
Eu não vou negar isso.,I won't deny that.
Tom não era gordo.,Tom wasn't fat.
Nos encontraremos novamente.,We'll meet again.
Fizemos bem.,We've done well.
O Tom não riu.,Tom didn't laugh.
Isso foi demais.,It was too much.
Talvez eu esteja errado.,Maybe I'm wrong.
Talvez esteja errado.,Maybe I'm wrong.
Eu vou ficar bem?,Am I going to be OK?
Vou ficar bem?,Am I going to be OK?
"O que vocês querem, pessoal?",What do you guys want?
Estamos desperdiçando tempo precioso.,We're wasting precious time.
Até logo.,See you.
Não precisa responder se não quiser.,"If you don't want to reply, you don't have to."
"Se não quiser responder, não precisa.","If you don't want to answer, you don't have to."
E ele vai se safar dessa?,And he's gonna get away with it?
"Se não quiser falar comigo, tudo bem.","If you don't want to talk to me, that's OK."
Tom trabalha para uma pequena empresa.,Tom works for a small company.
Fomos pela rua estreita.,We went along the narrow road.
Nem todo mundo estava feliz.,Not everyone was happy.
Nunca mais soube dela.,I never heard from her again.
Nunca mais ouvi falar dela.,I never heard from her again.
Vamos pular na água.,Let's jump into the water.
Vamos mergulhar.,Let's jump into the water.
O trabalho fez o homem.,Labor created man.
Eu estou falando no telefone.,I'm talking on the phone.
Eu prestei atenção.,I paid attention.
Nós estávamos lendo.,We were reading.
Eu não gosto do seu pai.,I don't like your dad.
Ela está em Boston.,She's in Boston.
Que iate elegante!,What an elegant yacht!
Não me interrompa!,Don't interrupt me!
Eu pensei que eu seria capaz de ajudar.,I thought I'd be able to help.
"Se você não quiser que as suas frases sejam comentadas, apenas não as escreva!","If you don't want your sentences being commented on, just don't write them!"
Eu não sabia que o Tom era um drogado.,I didn't know Tom was a drug addict.
Como é que eu sou o único que sempre corta a grama por aqui?,How come I'm the only one who ever mows the lawn around here?
Socorro!,Help!
Mãe! O Tom comeu o meu biscoito!,Mum! Tom ate my cookie!
